Name,RMN Verde,RMN Pu,RMN Pr,CABA Verde,CABA Pu,CABA Pr,AMBA Verde,AMBA Pu,AMBA Pr
CENTRO,"393,788","337,082","299,594","8,468","248,233","180,729","9,822","155,723","123,152"
